request_string,label,technique,base_sample_id
POST /api/v1/user/profile name=Noah+Thomas&email=noah.thomas@workplace.org&phone=+1-555-818-1066 HTTP/1.1,0,raw,ben_0085
POST /login username=sarah.martin68&password=Keyboard!Cat9,0,raw,ben_0087
POST /api/v1/user/profile name=Charlotte+Martinez&email=charlotte.martinez@mail.com&phone=+1-555-665-5521 HTTP/1.1,0,raw,ben_0088
POST /feedback name=Isabella+Garcia&rating=5&comments=Customer+support+helped+me+with+O'Connor's+account+issue+promptly. HTTP/1.1,0,raw,ben_0089
POST /api/v1/user/profile name=Charlotte+Williams&email=charlotte.williams@testorg.net&phone=+1-555-751-7838 HTTP/1.1,0,raw,ben_0090
GET /search?q=smart watch fitness tracker&category=health&page=5&sort=price_high HTTP/1.1,0,raw,ben_0091
POST /login username=william.martinez90&password=StarWars#2025,0,raw,ben_0092
POST /login username=sean.davis37&password=Coding#Is#Fun,0,raw,ben_0093
GET /search?q=monitor light bar&category=computers&page=1&sort=price_high HTTP/1.1,0,raw,ben_0095
POST /api/v1/user/profile name=Marcus+Jones&email=marcus.jones@workplace.org&phone=+1-555-412-6389 HTTP/1.1,0,raw,ben_0096
POST /login username=william.jackson50&password=Welcome#2026,0,raw,ben_0097
POST /api/v1/user/profile name=Maureen+Johnson&email=maureen.johnson@workplace.org&phone=+1-555-874-9070 HTTP/1.1,0,raw,ben_0098
POST /api/v1/user/profile name=Liam+Davis&email=liam.davis@example.com&phone=+1-555-647-1823 HTTP/1.1,0,raw,ben_0099
POST /api/v1/user/profile name=Chloe+Jones&email=chloe.jones@testorg.net&phone=+1-555-450-2935 HTTP/1.1,0,raw,ben_0100
POST /login username=elena.obrien83&password=Summer#Vibes!,0,raw,ben_0101
POST /login username=john.hernandez85&password=Keyboard!Cat9,0,raw,ben_0102
GET /search?q=gaming mouse high DPI&category=electronics&page=4&sort=desc HTTP/1.1,0,raw,ben_0103
POST /login username=sathish.gonzalez61&password=Summer#Vibes!,0,raw,ben_0104
POST /api/v1/user/profile name=Amelia+Gonzalez&email=amelia.gonzalez@workplace.org&phone=+1-555-705-5181 HTTP/1.1,0,raw,ben_0105
GET /search?q=noise cancelling headphones&category=garden&page=10&sort=desc HTTP/1.1,0,raw,ben_0106
POST /api/v1/user/profile name=Elena+O'Brien&email=elena.obrien@company.io&phone=+1-555-372-2861 HTTP/1.1,0,raw,ben_0107
POST /login username=sathish.dangelo11&password=GateGuard_Secure!9,0,raw,ben_0108
GET /search?q=electric toothbrush rechargeable&category=gaming&page=1&sort=desc HTTP/1.1,0,raw,ben_0109
POST /api/v1/user/profile name=John+L'Estrade&email=john.lestrade@workplace.org&phone=+1-555-536-7797 HTTP/1.1,0,raw,ben_0110
POST /login username=elena.anderson83&password=Pass123!,0,raw,ben_0111
POST /login username=charlotte.rodriguez73&password=Alpha_Beta_123!,0,raw,ben_0112
POST /feedback name=John+O'Brien&rating=5&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0113
POST /feedback name=Naveen+Davis&rating=5&comments=Awesome+experience+overall! HTTP/1.1,0,raw,ben_0114
POST /api/v1/user/profile name=William+Jones&email=william.jones@company.io&phone=+1-555-505-9596 HTTP/1.1,0,raw,ben_0115
POST /login username=olivia.wilson14&password=Coding#Is#Fun,0,raw,ben_0116
GET /search?q=laptop stand&category=books&page=8&sort=desc HTTP/1.1,0,raw,ben_0117
POST /login username=noah.rodriguez81&password=Coffee@Morning1,0,raw,ben_0118
"POST /feedback name=James+Williams&rating=4&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0119
POST /login username=david.anderson65&password=Pass123!,0,raw,ben_0122
POST /api/v1/user/profile name=Noah+Garcia&email=noah.garcia@company.io&phone=+1-555-738-2322 HTTP/1.1,0,raw,ben_0123
POST /api/v1/user/profile name=John+Thomas&email=john.thomas@example.com&phone=+1-555-522-5804 HTTP/1.1,0,raw,ben_0124
POST /login username=john.dangelo10&password=StarWars#2025,0,raw,ben_0125
POST /api/v1/user/profile name=Olivia+Gonzalez&email=olivia.gonzalez@company.io&phone=+1-555-596-4780 HTTP/1.1,0,raw,ben_0126
POST /api/v1/user/profile name=Emma+Hernandez&email=emma.hernandez@company.io&phone=+1-555-700-3712 HTTP/1.1,0,raw,ben_0127
POST /login username=sathish.rodriguez29&password=Alpha_Beta_123!,0,raw,ben_0128
GET /search?q=4k monitor 27 inch&category=garden&page=5&sort=asc HTTP/1.1,0,raw,ben_0129
GET /search?q=macbook pro case 14 inch&category=apparel&page=4&sort=price_low HTTP/1.1,0,raw,ben_0130
POST /api/v1/user/profile name=Mia+Smith&email=mia.smith@testorg.net&phone=+1-555-579-3286 HTTP/1.1,0,raw,ben_0131
POST /login username=james.davis60&password=GateGuard_Secure!9,0,raw,ben_0132
POST /feedback name=Sophia+Jones&rating=3&comments=Awesome+experience+overall! HTTP/1.1,0,raw,ben_0134
GET /search?q=bluetooth speaker portable&category=books&page=6&sort=asc HTTP/1.1,0,raw,ben_0135
POST /feedback name=Michael+O'Brien&rating=5&comments=Product+quality+is+top+notch.+Highly+recommend! HTTP/1.1,0,raw,ben_0136
POST /api/v1/user/profile name=John+Brown&email=john.brown@company.io&phone=+1-555-102-2915 HTTP/1.1,0,raw,ben_0138
POST /login username=michael.davis59&password=Pass123!,0,raw,ben_0139
POST /login username=sathish.rodriguez45&password=P@ssw0rd_99,0,raw,ben_0140
GET /search?q=stainless steel water bottle&category=computers&page=8&sort=relevance HTTP/1.1,0,raw,ben_0141
POST /api/v1/user/profile name=Olivia+Jones&email=olivia.jones@mail.com&phone=+1-555-702-7760 HTTP/1.1,0,raw,ben_0142
GET /search?q=women's running shoes&category=health&page=6&sort=asc HTTP/1.1,0,raw,ben_0143
POST /api/v1/user/profile name=Sean+D'Angelo&email=sean.dangelo@company.io&phone=+1-555-565-8376 HTTP/1.1,0,raw,ben_0144
POST /feedback name=Olivia+Davis&rating=5&comments=Fast+shipping+and+nice+packaging. HTTP/1.1,0,raw,ben_0146
POST /feedback name=Mia+Hernandez&rating=3&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0147
GET /search?q=travel backpack waterproof&category=automotive&page=6&sort=price_low HTTP/1.1,0,raw,ben_0148
POST /login username=isabella.anderson82&password=StarWars#2025,0,raw,ben_0149
POST /api/v1/user/profile name=Naveen+N'Golo&email=naveen.ngolo@example.com&phone=+1-555-290-3565 HTTP/1.1,0,raw,ben_0150
POST /api/v1/user/profile name=Sathish+Garcia&email=sathish.garcia@mail.com&phone=+1-555-844-1368 HTTP/1.1,0,raw,ben_0151
POST /api/v1/user/profile name=James+Smith&email=james.smith@workplace.org&phone=+1-555-166-9043 HTTP/1.1,0,raw,ben_0152
GET /search?q=ergonomic chair&category=automotive&page=7&sort=desc HTTP/1.1,0,raw,ben_0153
POST /login username=liam.lestrade97&password=P@ssw0rd_99,0,raw,ben_0154
POST /api/v1/user/profile name=Michael+Brown&email=michael.brown@company.io&phone=+1-555-650-6604 HTTP/1.1,0,raw,ben_0155
GET /search?q=standing desk converter&category=home-kitchen&page=2&sort=price_low HTTP/1.1,0,raw,ben_0156
POST /api/v1/user/profile name=Michael+Brown&email=michael.brown@example.com&phone=+1-555-795-9428 HTTP/1.1,0,raw,ben_0157
POST /api/v1/user/profile name=Sean+Jackson&email=sean.jackson@mail.com&phone=+1-555-845-2397 HTTP/1.1,0,raw,ben_0158
"POST /feedback name=Elena+Garcia&rating=3&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0159
GET /search?q=coffee maker espresso&category=beauty&page=3&sort=price_high HTTP/1.1,0,raw,ben_0160
GET /search?q=webcam 1080p stream&category=health&page=1&sort=price_low HTTP/1.1,0,raw,ben_0162
POST /feedback name=Maureen+Lopez&rating=3&comments=Fast+shipping+and+nice+packaging. HTTP/1.1,0,raw,ben_0164
POST /login username=liam.johnson37&password=Alpha_Beta_123!,0,raw,ben_0165
"POST /feedback name=Noah+Brown&rating=3&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0166
GET /search?q=docker & kubernetes guide&category=computers&page=7&sort=desc HTTP/1.1,0,raw,ben_0167
POST /feedback name=Liam+O'Brien&rating=5&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0168
GET /search?q=men's leather jacket&category=garden&page=10&sort=desc HTTP/1.1,0,raw,ben_0169
GET /search?q=electric toothbrush rechargeable&category=apparel&page=1&sort=desc HTTP/1.1,0,raw,ben_0170
GET /search?q=smart watch fitness tracker&category=automotive&page=6&sort=relevance HTTP/1.1,0,raw,ben_0171
POST /api/v1/user/profile name=Mia+Taylor&email=mia.taylor@mail.com&phone=+1-555-454-1945 HTTP/1.1,0,raw,ben_0172
POST /login username=chloe.dangelo42&password=Coding#Is#Fun,0,raw,ben_0173
POST /feedback name=William+Lopez&rating=3&comments=Customer+support+helped+me+with+O'Connor's+account+issue+promptly. HTTP/1.1,0,raw,ben_0174
POST /login username=sathish.ngolo71&password=GateGuard_Secure!9,0,raw,ben_0176
POST /feedback name=Emma+O'Connor&rating=5&comments=Awesome+experience+overall! HTTP/1.1,0,raw,ben_0177
GET /search?q=docker & kubernetes guide&category=electronics&page=3&sort=price_high HTTP/1.1,0,raw,ben_0178
POST /api/v1/user/profile name=Daniel+Lopez&email=daniel.lopez@mail.com&phone=+1-555-403-7015 HTTP/1.1,0,raw,ben_0179
GET /search?q=wireless earbuds&category=home-kitchen&page=4&sort=relevance HTTP/1.1,0,raw,ben_0180
POST /login username=naveen.davis1&password=Welcome#2026,0,raw,ben_0181
"POST /feedback name=Charlotte+Smith&rating=4&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0182
GET /search?q=travel backpack waterproof&category=home-kitchen&page=1&sort=price_low HTTP/1.1,0,raw,ben_0183
GET /search?q=monitor light bar&category=office-supplies&page=6&sort=desc HTTP/1.1,0,raw,ben_0184
POST /api/v1/user/profile name=Emma+Lopez&email=emma.lopez@example.com&phone=+1-555-989-8248 HTTP/1.1,0,raw,ben_0185
GET /search?q=winter coat for kids&category=home-kitchen&page=10&sort=asc HTTP/1.1,0,raw,ben_0186
POST /login username=charlotte.taylor91&password=Summer#Vibes!,0,raw,ben_0187
"POST /feedback name=Sarah+Davis&rating=3&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0188
POST /login username=liam.garcia10&password=P@ssw0rd_99,0,raw,ben_0189
POST /api/v1/user/profile name=Lucas+Martin&email=lucas.martin@example.com&phone=+1-555-121-4423 HTTP/1.1,0,raw,ben_0190
POST /login username=charlotte.martin48&password=GateGuard_Secure!9,0,raw,ben_0191
POST /api/v1/user/profile name=Sophia+O'Connor&email=sophia.oconnor@mail.com&phone=+1-555-156-9168 HTTP/1.1,0,raw,ben_0192
POST /api/v1/user/profile name=John+O'Brien&email=john.obrien@company.io&phone=+1-555-780-1311 HTTP/1.1,0,raw,ben_0194
GET /search?q=stainless steel water bottle&category=automotive&page=7&sort=relevance HTTP/1.1,0,raw,ben_0195
POST /api/v1/user/profile name=Sathish+Jackson&email=sathish.jackson@testorg.net&phone=+1-555-886-6381 HTTP/1.1,0,raw,ben_0197
POST /api/v1/user/profile name=Marcus+N'Golo&email=marcus.ngolo@workplace.org&phone=+1-555-223-2288 HTTP/1.1,0,raw,ben_0198
POST /api/v1/user/profile name=Michael+Davis&email=michael.davis@workplace.org&phone=+1-555-915-4405 HTTP/1.1,0,raw,ben_0199
GET /search?q=usb-c hub multi-port&category=automotive&page=3&sort=relevance HTTP/1.1,0,raw,ben_0200
POST /api/v1/user/profile name=Patrick+D'Angelo&email=patrick.dangelo@company.io&phone=+1-555-152-5935 HTTP/1.1,0,raw,ben_0201
GET /search?q=laptop stand&category=beauty&page=9&sort=desc HTTP/1.1,0,raw,ben_0202
POST /feedback name=Sarah+Anderson&rating=4&comments=Product+quality+is+top+notch.+Highly+recommend! HTTP/1.1,0,raw,ben_0203
GET /search?q=coffee maker espresso&category=automotive&page=5&sort=relevance HTTP/1.1,0,raw,ben_0204
POST /login username=michael.thomas41&password=Coffee@Morning1,0,raw,ben_0205
POST /api/v1/user/profile name=Chloe+Martinez&email=chloe.martinez@testorg.net&phone=+1-555-236-6937 HTTP/1.1,0,raw,ben_0206
GET /search?q=wireless earbuds&category=office-supplies&page=1&sort=price_high HTTP/1.1,0,raw,ben_0207
GET /search?q=baker's dozen recipes&category=gaming&page=3&sort=asc HTTP/1.1,0,raw,ben_0208
POST /login username=sophia.garcia79&password=Pass123!,0,raw,ben_0209
GET /search?q=macbook pro case 14 inch&category=electronics&page=10&sort=relevance HTTP/1.1,0,raw,ben_0210
POST /api/v1/user/profile name=Connor+Jones&email=connor.jones@workplace.org&phone=+1-555-115-6991 HTTP/1.1,0,raw,ben_0211
POST /login username=david.lestrade15&password=Welcome#2026,0,raw,ben_0212
POST /feedback name=Marcus+Smith&rating=5&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0213
"POST /feedback name=Maureen+Thomas&rating=3&comments=It+works+as+expected,+no+complaints. HTTP/1.1",0,raw,ben_0214
POST /api/v1/user/profile name=Marcus+N'Golo&email=marcus.ngolo@mail.com&phone=+1-555-391-3026 HTTP/1.1,0,raw,ben_0215
POST /api/v1/user/profile name=Amelia+Anderson&email=amelia.anderson@company.io&phone=+1-555-364-4649 HTTP/1.1,0,raw,ben_0216
POST /login username=emma.ngolo60&password=Coding#Is#Fun,0,raw,ben_0217
"POST /feedback name=Noah+D'Angelo&rating=3&comments=Great+service,+really+enjoyed+the+quick+delivery! HTTP/1.1",0,raw,ben_0218
POST /login username=mia.lestrade31&password=Keyboard!Cat9,0,raw,ben_0219
GET /search?q=mechanical keyboard RGB&category=gaming&page=5&sort=price_high HTTP/1.1,0,raw,ben_0220
POST /api/v1/user/profile name=Elena+D'Angelo&email=elena.dangelo@testorg.net&phone=+1-555-758-3396 HTTP/1.1,0,raw,ben_0221
POST /api/v1/user/profile name=John+Gonzalez&email=john.gonzalez@mail.com&phone=+1-555-302-5500 HTTP/1.1,0,raw,ben_0222
POST /api/v1/user/profile name=Lucas+Martinez&email=lucas.martinez@testorg.net&phone=+1-555-168-8353 HTTP/1.1,0,raw,ben_0223
GET /search?q=bluetooth speaker portable&category=apparel&page=6&sort=relevance HTTP/1.1,0,raw,ben_0224
GET /search?q=webcam 1080p stream&category=sports&page=9&sort=price_low HTTP/1.1,0,raw,ben_0225
POST /api/v1/user/profile name=Liam+Wilson&email=liam.wilson@company.io&phone=+1-555-647-6219 HTTP/1.1,0,raw,ben_0226
GET /search?q=winter coat for kids&category=office-supplies&page=10&sort=asc HTTP/1.1,0,raw,ben_0227
POST /login username=isabella.wilson95&password=Secure!Pass88,0,raw,ben_0228
POST /login username=isabella.martin43&password=Secure!Pass88,0,raw,ben_0229
POST /login username=patrick.obrien47&password=GateGuard_Secure!9,0,raw,ben_0230
POST /feedback name=Sean+Thomas&rating=5&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0231
POST /login username=benjamin.dangelo11&password=Alpha_Beta_123!,0,raw,ben_0232
POST /feedback name=Patrick+Jackson&rating=4&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0233
POST /api/v1/user/profile name=Patrick+O'Neill&email=patrick.oneill@workplace.org&phone=+1-555-169-2199 HTTP/1.1,0,raw,ben_0234
POST /login username=patrick.garcia1&password=Pass123!,0,raw,ben_0235
GET /search?q=webcam 1080p stream&category=apparel&page=4&sort=price_high HTTP/1.1,0,raw,ben_0236
GET /search?q=usb-c hub multi-port&category=garden&page=10&sort=asc HTTP/1.1,0,raw,ben_0237
POST /login username=sarah.smith1&password=Summer#Vibes!,0,raw,ben_0238
POST /feedback name=Sarah+D'Angelo&rating=5&comments=Product+quality+is+top+notch.+Highly+recommend! HTTP/1.1,0,raw,ben_0239
POST /api/v1/user/profile name=Sean+Martinez&email=sean.martinez@workplace.org&phone=+1-555-109-2139 HTTP/1.1,0,raw,ben_0240
POST /login username=sathish.jones47&password=Coffee@Morning1,0,raw,ben_0241
GET /search?q=men's leather jacket&category=apparel&page=3&sort=relevance HTTP/1.1,0,raw,ben_0242
POST /login username=david.jones46&password=Coding#Is#Fun,0,raw,ben_0243
POST /login username=mia.davis30&password=Pass123!,0,raw,ben_0244
GET /search?q=macbook pro case 14 inch&category=garden&page=2&sort=price_low HTTP/1.1,0,raw,ben_0245
POST /api/v1/user/profile name=Patrick+Hernandez&email=patrick.hernandez@mail.com&phone=+1-555-106-2229 HTTP/1.1,0,raw,ben_0246
GET /search?q=winter coat for kids&category=office-supplies&page=3&sort=asc HTTP/1.1,0,raw,ben_0247
GET /search?q=winter coat for kids&category=electronics&page=4&sort=price_high HTTP/1.1,0,raw,ben_0248
POST /login username=john.ngolo91&password=Summer#Vibes!,0,raw,ben_0249
POST /api/v1/user/profile name=Benjamin+Hernandez&email=benjamin.hernandez@company.io&phone=+1-555-266-9285 HTTP/1.1,0,raw,ben_0250
POST /login username=grace.martinez78&password=Pass123!,0,raw,ben_0251
GET /search?q=coffee maker espresso&category=gaming&page=3&sort=desc HTTP/1.1,0,raw,ben_0252
POST /login username=isabella.miller75&password=Coding#Is#Fun,0,raw,ben_0253
GET /search?q=usb-c hub multi-port&category=electronics&page=10&sort=price_low HTTP/1.1,0,raw,ben_0254
POST /login username=naveen.smith52&password=Coffee@Morning1,0,raw,ben_0255
GET /search?q=noise cancelling headphones&category=computers&page=10&sort=relevance HTTP/1.1,0,raw,ben_0256
POST /api/v1/user/profile name=Chloe+Thomas&email=chloe.thomas@example.com&phone=+1-555-803-2901 HTTP/1.1,0,raw,ben_0257
POST /login username=patrick.williams95&password=Summer#Vibes!,0,raw,ben_0258
POST /feedback name=Isabella+O'Neill&rating=5&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0259
POST /feedback name=Sarah+Rodriguez&rating=5&comments=Very+satisfied+with+my+purchase.+Will+buy+again! HTTP/1.1,0,raw,ben_0260
GET /search?q=standing desk converter&category=computers&page=7&sort=price_high HTTP/1.1,0,raw,ben_0261
POST /login username=isabella.gonzalez72&password=Welcome#2026,0,raw,ben_0262
POST /api/v1/user/profile name=Charlotte+Williams&email=charlotte.williams@testorg.net&phone=+1-555-715-1387 HTTP/1.1,0,raw,ben_0263
POST /login username=noah.miller87&password=Coffee@Morning1,0,raw,ben_0264
POST /api/v1/user/profile name=Amelia+D'Angelo&email=amelia.dangelo@workplace.org&phone=+1-555-461-3787 HTTP/1.1,0,raw,ben_0266
POST /login username=arthur.obrien90&password=Pass123!,0,raw,ben_0267
GET /search?q=ring light for video call&category=sports&page=2&sort=desc HTTP/1.1,0,raw,ben_0268
POST /api/v1/user/profile name=Noah+Thomas&email=noah.thomas@testorg.net&phone=+1-555-137-1873 HTTP/1.1,0,raw,ben_0269
POST /login username=naveen.garcia24&password=Welcome#2026,0,raw,ben_0270
